SMILES,PKM2_inhibition,ERK2_inhibition,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C=C(C)c1nc(N)nc(N)n1,0,0,5.313888888888889,5.313888888888889,0.12083333333333357,0.12083333333333357,0.5922284516615577,9.545454545454545,151.173,142.101,151.08579528799999,58,0,0.22486254059755922,-0.36762877330549987,0.36762877330549987,0.22486254059755922,1.1818181818181819,1.6363636363636365,2.0,15.136768087917734,10.324115864834308,1.9995021028324966,-1.9853567276561883,2.0619501836288245,-2.0476555190343024,5.553819248949201,1.0442476271824221,1.8460467916839207,3.1860125339283023,272.7741587520256,8.430721420318147,6.203448106065674,6.203448106065674,5.092224152875015,3.022544446282774,3.022544446282774,2.1557448597591806,2.1557448597591806,1.0517229693805488,1.0517229693805488,0.6002299556039046,0.6002299556039046,-1.65,243.67817650227752,7.456951871657753,2.531037747759121,1.635046558778181,64.1753517673675,11.46733495432437,0.0,5.824404497999927,11.896678561972989,0.0,0.0,0.0,0.0,14.951935562841626,0.0,6.578935683598497,12.496841729759891,0.0,0.0,0.0,17.469783092042256,0.0,14.951935562841626,0.0,6.923737199690624,11.46733495432437,12.403340181598423,0.0,0.0,11.46733495432437,11.896678561972989,0.0,0.0,14.951935562841626,0.0,0.0,12.748141697690551,6.578935683598497,0.0,5.573104530069267,0.0,90.71,0.0,0.0,0.0,11.896678561972989,11.397509028069194,0.0,0.0,6.923737199690624,0.0,21.53087124644012,11.46733495432437,0.0,0.0,11.227962962962962,0.0,11.341481481481482,0.6814814814814822,0.0,0.0,5.415740740740741,0.0,0.16666666666666666,11,4,5,0,0,0,0,1,1,5,2,5,1,0,0,0,1,0.06909999999999988,43.3598,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(Cl)COc1ccc2c(C)cc(=O)oc2c1,0,0,11.238954212857983,11.238954212857983,0.22530761841773783,-0.36675638979871805,0.7854135781314269,10.470588235294118,250.68099999999998,239.59299999999996,250.039671892,88,0,0.3359621562154014,-0.4878768756623695,0.4878768756623695,0.3359621562154014,1.4705882352941178,2.235294117647059,2.9411764705882355,35.495704403200236,10.129818904506513,2.036407523787902,-2.05872963235298,2.2205495284651833,-1.9917142804237302,6.28950380538162,0.35902497901690805,2.2508289366725087,2.42829776784903,628.0874465289328,12.41384908344359,9.326323983532415,10.08225292955087,8.058550648063802,5.066644874115911,5.444609347125139,3.7123500444405444,4.246872528265392,2.31827638626366,2.4273853313816565,1.556670349689571,1.6112248222485692,-1.7399999999999998,6646.697849993919,11.736875617464657,4.634332104314085,2.6838370925322383,103.26638345707572,9.154013890853395,17.939413939439063,0.0,0.0,0.0,5.625586319077987,0.0,4.794537184071822,0.0,0.0,18.179875573831012,24.61992282831084,22.551244703501613,0.0,9.154013890853395,22.57018424633955,0.0,0.0,0.0,6.923737199690624,6.606881964512918,51.86026530440534,0.0,5.749511833283905,10.362449272878036,0.0,5.749511833283905,11.600939890232516,6.606881964512918,0.0,6.923737199690624,5.563451491696996,45.088378430683704,0.0,10.969244356107037,0.0,39.44,0.0,4.794537184071822,0.0,12.232468283590904,16.364818327039742,10.949675706161791,6.06636706846161,12.13273413692322,12.990104268152233,6.578935683598497,20.754953781085913,10.460706254724112,5.603462205355392,11.238954212857983,1.3031868858654576,1.0195748999188154,0.5907870370370372,6.7798875398925,0.0,5.614552075459814,0.0,0.15384615384615385,17,0,3,0,0,0,1,1,2,3,0,4,3,0,0,0,2,3.2327200000000014,67.70900000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCNC(=O)CCCC(=O)NCC=C,0,0,11.090706333459309,11.090706333459309,0.04961047073150193,-0.04961047073150193,0.5810616560654853,9.066666666666666,210.277,192.13299999999998,210.136827816,84,0,0.21975494493192718,-0.35264671753594246,0.35264671753594246,0.21975494493192718,0.9333333333333333,1.3333333333333333,1.6666666666666667,16.15139243375779,10.194130509286218,2.025366684855345,-2.024953117294272,1.9448460316282727,-2.2503222862550154,5.7843302415581,-0.12173993986539677,2.231161299655003,3.4295495460891723,212.74242061785375,11.518661569058182,8.920944587612812,8.920944587612812,7.201907262607799,4.955455014692411,4.955455014692411,3.039058011260055,3.039058011260055,1.6948143829493563,1.6948143829493563,0.9582877734671448,0.9582877734671448,-1.58,1767.0797493267626,13.42,8.993914858931106,8.74206119162641,90.43223467473075,10.633577208012662,0.0,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,13.157871367196995,12.152040213667762,6.4208216229260096,25.93115605767717,0.0,9.589074368143644,11.814359458703011,0.0,10.633577208012662,0.0,19.26246486877803,13.08951281182515,25.309911580864757,0.0,0.0,10.633577208012662,0.0,0.0,0.0,24.90387227052816,9.589074368143644,0.0,19.26246486877803,25.309911580864757,0.0,0.0,0.0,58.2,0.0,9.589074368143644,0.0,11.814359458703011,32.35197768060318,0.0,0.0,12.152040213667762,0.0,23.791448575209657,0.0,0.0,0.0,22.181412666918618,5.288718505920887,0.0,-0.09922094146300386,0.0,4.54169989292013,7.920723209036701,0.0,0.45454545454545453,15,2,4,0,0,0,0,0,0,2,2,4,8,0,0,0,0,0.7610999999999999,60.26440000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCOn1c(=O)c(C)[n+]([O-])c2ccccc21,0,0,11.89223828420257,11.89223828420257,0.07663170823885124,-0.45782407407407333,0.441090345169589,10.411764705882353,232.23899999999998,220.14299999999994,232.084792244,88,0,0.3516241185670493,-0.6178879092569419,0.6178879092569419,0.3516241185670493,1.5294117647058822,2.235294117647059,2.9411764705882355,16.65860716406696,10.26693269274244,2.1653569194840805,-2.1093267762996337,2.062715563982788,-2.432023918289352,5.705260869913356,-0.5857232687246199,2.3618148302261397,2.8020265564294933,631.4187253539496,12.41384908344359,9.420136970712731,9.420136970712731,8.163902460147014,5.146221692614124,5.146221692614124,3.5524735114736394,3.5524735114736394,2.439418558159443,2.439418558159443,1.5869486786342308,1.5869486786342308,-2.2999999999999994,8230.924683338097,11.193326301269831,4.288212462884979,1.75386751956906,97.71985009242066,10.044841608513924,6.606881964512918,5.516700717616262,5.516700717616262,5.693927994848461,5.559266895052008,4.794537184071822,0.0,4.7304076419062255,4.7304076419062255,24.787689927355597,6.06636706846161,12.990104268152233,0.0,9.567996225642858,11.033401435232523,0.0,4.7304076419062255,0.0,6.923737199690624,6.606881964512918,58.1754091630284,0.0,0.0,15.127263120694867,0.0,0.0,0.0,11.337289606419144,0.0,12.130990224467915,5.693927994848461,41.71496124835064,0.0,11.033401435232523,0.0,58.17,5.559266895052008,10.001790208849112,0.0,12.300809959361379,15.763809077138749,4.7304076419062255,12.999757306524504,24.26546827384644,0.0,6.578935683598497,4.8375885837366335,1.74224537037037,0.0,17.161173469387755,11.80271557697153,0.46011526832955596,0.0,6.7773538674729155,1.5365046296296296,5.186558484504913,0.0,0.16666666666666666,17,0,5,0,0,0,1,1,2,4,0,5,3,0,0,0,2,0.5579200000000001,63.549000000000035,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCn1cc(Cl)c(=O)n(CC=C)c1=O,0,0,11.69358024691358,11.69358024691358,0.012314814814815334,-0.4982602670697902,0.7203434488045808,9.933333333333334,226.66299999999995,215.575,226.050905272,80,0,0.3311432712419003,-0.29509931901855385,0.3311432712419003,0.29509931901855385,1.2666666666666666,1.8666666666666667,2.4,35.49569130631923,10.48628143533195,2.0689676524658545,-2.0665186084728133,1.9703464843152148,-2.3884195739586827,6.297760172663907,0.625698602150545,2.211253949960382,3.4781145225621946,499.1243443235101,11.422285251880869,8.149366177251938,8.905295123270392,7.112590865130758,4.330373638449516,4.708338111458743,2.9050811452534475,3.3122812719940544,1.8327157150351914,2.091972822783942,1.1780885881217888,1.397909290906596,-1.5499999999999996,2047.6211576633139,11.524349442379183,4.794988653138566,2.274281430740086,91.72739910356098,0.0,5.022633313741326,0.0,0.0,5.559266895052007,5.689743398203474,13.928736479654532,4.794537184071822,0.0,13.157871367196995,23.752980103900278,0.0,19.28635638343823,0.0,0.0,11.600939890232516,0.0,9.13419929558271,0.0,13.08951281182515,0.0,57.36747312761828,0.0,0.0,11.24901029325548,0.0,0.0,11.600939890232516,9.13419929558271,13.08951281182515,0.0,0.0,41.09582952062147,5.022633313741326,0.0,0.0,44.0,11.24901029325548,9.589074368143644,0.0,11.567389719653901,6.544756405912575,4.567099647791355,16.839963326238312,6.076020106833881,0.0,13.157871367196995,11.600939890232516,2.346296296296296,5.700783572688334,23.17363032249937,0.012314814814815334,-0.9110380448475679,0.0,0.0,4.338615835222978,7.450508314436886,0.0,0.2,15,0,4,0,0,0,0,1,1,4,0,5,4,0,0,0,1,1.0353999999999997,60.36600000000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)N(C)c1ccc(NC(=O)c2ccco2)cc1,0,0,11.732827590912908,11.732827590912908,0.04873043636391339,-0.3077106428991345,0.919643862380939,10.0,258.277,244.16499999999994,258.100442308,98,0,0.2908486084750213,-0.45919127900218215,0.45919127900218215,0.2908486084750213,1.1578947368421053,1.8421052631578947,2.3684210526315788,16.34062220541161,10.228251760491968,2.0916996188818975,-2.1475756200834706,2.1723277061115107,-2.2218791317404705,6.019666803519547,-0.11580008338062726,2.9234590667780678,2.069068215582925,573.2483621036461,13.828062645816686,10.71341035121893,10.71341035121893,9.075387400469406,5.769210893398624,5.769210893398624,4.056334620041675,4.056334620041675,2.729780045903614,2.729780045903614,1.550626760714988,1.550626760714988,-2.5599999999999996,27258.332338638706,12.885564346435487,5.389882272896517,3.009930981608335,110.37533510112323,14.633849271910154,0.0,5.760247418874442,5.907179729351506,5.907179729351506,0.0,9.589074368143644,0.0,0.0,0.0,0.0,36.39820241076966,25.346181731734937,6.263162995639057,14.006225305196992,23.189132008070136,0.0,0.0,0.0,6.923737199690624,17.264370317534,48.421612825283155,0.0,0.0,10.216698334856808,11.374772549367124,0.0,0.0,18.8620314413802,4.794537184071822,0.0,17.478521802636887,47.07851634346206,0.0,0.0,0.0,62.550000000000004,0.0,9.589074368143644,0.0,17.57460687757745,5.687386274683562,5.687386274683562,18.08680992618016,43.44587439344685,0.0,5.316788604006331,4.417150937053347,4.995980286398305,0.0,24.464831608403486,2.703553476946334,1.4079626217771064,-0.10187575004494076,10.232726021206359,1.4442774546814952,1.4926531976554522,1.6932244163097336,0.14285714285714285,19,1,5,0,0,0,1,1,2,3,1,5,3,0,0,0,2,2.5146000000000006,72.18720000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)c1c(N(C)C)cc[nH+]c1C(F)(F)F,0,0,12.650129440665156,12.650129440665156,0.2486805555555558,-4.5624768518518515,0.7296858129161745,11.375,233.21299999999997,221.11699999999993,233.08962408409,88,0,0.47779976114222533,-0.37669223921204814,0.47779976114222533,0.37669223921204814,1.375,1.9375,2.3125,19.413219587986934,10.06916184477606,2.4289067481411646,-2.1568171407631107,2.3205852079237927,-2.273018499661593,6.000136869036392,-0.42547129044355403,2.1449633119336027,3.5155596118206547,413.015435837158,12.508071689507773,9.144055843370754,9.144055843370754,7.247906125614375,4.549788446018627,4.549788446018627,3.5612837895671645,3.5612837895671645,2.0923552475898215,2.0923552475898215,1.4401395239998225,1.4401395239998225,-1.59,2211.4571746035444,12.47939625260236,4.112336342245376,2.3163611264478923,90.89372365145235,4.899909730850478,5.563451491696996,11.980088517978015,0.0,5.693927994848461,6.176298517443475,4.794537184071822,4.9839785209472085,13.171245143024459,0.0,0.0,6.923737199690624,20.16171103381599,5.687386274683562,22.94976084804349,11.470631221048501,0.0,0.0,0.0,13.100035717134098,18.99525369620486,23.520590126620146,0.0,0.0,9.883888251797686,18.858631417708022,0.0,0.0,19.87858891171932,6.176298517443475,0.0,22.9756538703079,12.263210640074686,0.0,0.0,0.0,34.45,17.653471458656874,17.96578232709628,0.0,11.250837766380558,0.0,6.923737199690624,17.163120370925164,14.09534396535438,0.0,4.9839785209472085,0.0,37.95038832199547,0.0,14.844583333333334,0.0,-1.0928009259259253,-0.6177083333333331,1.4364814814814815,-3.3912499999999994,1.1164814814814816,3.1704913076341645,0.4,16,1,3,0,0,0,0,1,1,2,0,6,2,0,0,0,1,1.7881,52.33120000000002,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
